Raw.Spearman	MSK.R.Spearman	WES.R.Spearman	Norm.Spearman	MSK.N.Spearman	WES.N.Spearman	Eval.Result	MSK.IMPACT.Result	WES.Result	Signature	Obj.Fn	Percent.Active	Act.Thresh	Eval.Mode	File.Tag	Timestamp.Tag	File.Name
1	0.230786975099003	0.0959549891343847	0.521076449437438	0.15626129224186	-0.115504027965494	0.398363151662592	0.845906381437306	0.818465044898343	0.913548895796088	8	2	0.882142857142857	0.05	aupr	FRESH_TEST	nwin250_15-Nov-2020_19-03	panel_sig_est_FRESH_TEST_it1_sig8_obj2_nwin250_15-Nov-2020_19-03.tsv
