Signature	Obj1.R.Spearman	Obj2.R.Spearman	MSK.R.Spearman	WES.R.Spearman	Obj1.AUPR	Obj2.AUPR	MSK.IMPACT.AUPR	WES.AUPR	Percent.Active	Eval.Mode
1	8	NA	0.230786975099003	0.0959549891343847	0.521076449437438	NA	0.845906381437306	0.818465044898343	0.913548895796088	0.882142857142857	aupr
